id xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
839 196.23 277.09 0.69 -0.67 0.09 25 0.00 2034.00 3.92 -1.48
840 260.06 277.18 0.52 0.25 -0.21 25 0.00 4126.00 8.72 -2.35
841 272.71 277.09 0.84 -0.09 -0.10 25 0.00 865.00 1.51 -0.44
842 1003.07 277.17 0.54 0.19 0.01 25 0.00 938.00 1.87 -0.68
843 883.10 278.56 0.59 0.01 -0.05 25 0.00 850.00 1.88 -0.68
844 163.35 279.02 0.84 -0.79 -0.44 25 0.00 790.00 1.38 -0.35
845 350.81 278.99 0.64 -0.61 -0.06 25 0.00 725.00 1.49 -0.43
846 56.98 280.59 0.63 -0.05 0.19 25 0.00 3543.00 7.48 -2.19
847 300.97 279.93 0.66 -0.24 -0.04 25 0.00 2224.00 4.60 -1.66
848 358.12 280.11 0.60 -0.15 -0.03 25 0.00 711.00 1.61 -0.52
849 405.33 280.22 0.54 -0.17 -0.30 25 0.00 391.00 1.05 -0.05
850 454.12 280.01 0.51 0.12 0.19 25 0.00 429.00 1.20 -0.19
851 661.66 279.78 0.54 -0.38 -0.19 25 0.00 3368.00 6.83 -2.09
852 690.37 280.15 0.57 -0.08 -0.10 25 0.00 5332.00 10.79 -2.58
853 129.97 281.06 0.62 -0.22 0.12 25 0.00 497.00 1.19 -0.19
854 369.24 281.24 0.60 -0.02 -0.01 25 0.00 7681.00 15.90 -3.00
855 757.31 281.38 0.53 0.10 -0.07 25 0.00 302735.00 611.98 -6.97
856 312.76 282.07 0.55 -0.41 -0.22 25 0.00 1084.00 2.42 -0.96
857 473.85 282.90 0.59 -0.06 0.01 25 0.00 943.00 2.19 -0.85
858 259.53 284.82 0.53 -0.05 -0.13 25 0.00 38738.00 83.33 -4.80
859 793.07 285.15 0.51 -0.04 -0.63 25 0.00 571.00 1.40 -0.37
860 174.08 286.07 0.51 -0.22 -0.37 25 0.00 417.00 1.05 -0.06
861 625.45 286.23 0.71 0.27 0.05 25 0.00 589.00 1.11 -0.11
862 875.14 285.59 0.49 -0.32 -0.01 25 0.00 546.00 1.30 -0.29
863 235.75 286.60 0.58 -0.22 -0.02 25 0.00 3892.00 8.53 -2.33
864 699.47 286.93 0.63 -0.39 -0.49 25 0.00 570.00 1.21 -0.20
865 770.17 286.57 0.52 -0.06 0.04 25 0.00 4584.00 9.19 -2.41
866 318.96 288.72 0.60 -0.02 0.29 25 0.00 565.00 1.24 -0.23
867 366.96 287.83 0.68 -0.20 0.07 25 0.00 771.00 1.55 -0.48
868 429.01 287.50 0.59 0.06 0.08 25 0.00 564.00 1.25 -0.24
869 35.49 289.00 0.60 -0.10 -0.09 25 0.00 3197.00 6.92 -2.10
870 92.00 288.97 0.68 -0.29 -0.19 25 0.00 937.00 1.94 -0.72
871 112.02 288.46 0.58 0.01 0.20 25 0.00 3799.00 8.15 -2.28
872 203.62 289.13 0.63 -0.03 -0.01 25 0.00 955.00 2.02 -0.76
873 639.63 289.04 0.58 -0.22 -0.28 25 0.00 752.00 1.49 -0.43
874 720.84 289.09 0.51 -0.11 -0.09 25 0.00 91083.00 188.34 -5.69
875 473.29 290.51 0.56 -0.21 -0.06 25 0.00 1320.00 2.78 -1.11
876 482.93 289.76 0.42 -0.63 -0.21 25 0.00 660.00 1.58 -0.50
877 486.56 289.69 0.56 -0.49 -0.34 25 0.00 508.00 1.10 -0.10
878 340.41 291.07 0.60 -0.24 -0.10 25 0.00 6669.00 13.98 -2.86
879 566.07 291.01 0.61 -0.39 -0.24 25 0.00 890.00 1.89 -0.69
880 881.46 291.49 0.54 0.19 -0.09 25 0.00 9320.00 18.26 -3.15
881 911.76 291.02 0.46 -0.14 -0.17 25 0.00 752.00 1.64 -0.54
882 51.80 291.76 0.51 0.10 -0.06 25 0.00 879.00 2.41 -0.96
883 161.45 292.35 0.60 0.06 -0.02 25 0.00 2727.00 5.83 -1.91
884 288.08 291.89 0.69 0.40 0.54 25 0.00 562.00 1.08 -0.09
885 367.84 291.78 0.49 -0.95 -0.13 25 0.00 695.00 1.58 -0.50
886 407.72 292.16 0.58 -0.38 -0.17 25 0.00 418.00 1.09 -0.09
887 314.43 294.10 0.66 -0.31 -0.15 25 0.00 779.00 1.63 -0.53
888 330.14 293.93 0.50 -0.69 -0.11 25 0.00 816.00 1.67 -0.56
889 377.24 293.87 0.56 -0.65 -0.24 25 0.00 625.00 1.43 -0.39
890 635.60 294.88 0.52 0.14 -0.14 25 0.00 3400.00 6.89 -2.10
891 201.63 295.77 0.59 -0.24 0.08 25 0.00 1206.00 2.52 -1.00
892 327.60 295.56 0.64 -0.65 -0.02 25 0.00 655.00 1.20 -0.20
893 440.56 296.28 0.59 -0.14 -0.11 25 0.00 2589.00 5.23 -1.80
894 470.21 296.25 0.59 -0.37 -0.01 25 0.00 1879.00 3.82 -1.45
895 989.43 295.87 0.54 -0.20 -0.14 25 0.00 13426.00 27.45 -3.60
896 167.85 296.77 0.57 -0.06 0.01 25 0.00 3138.00 6.94 -2.10
897 480.01 298.00 0.49 -0.16 0.21 25 0.00 499.00 1.11 -0.12
898 109.65 298.41 0.57 0.18 -0.08 25 0.00 864.00 2.08 -0.80
899 599.12 297.96 0.48 -0.61 -0.12 25 0.00 547.00 1.22 -0.22
900 638.21 296.06 0.49 0.19 -0.02 25 0.00 811.00 1.46 -0.41
901 821.84 297.84 0.57 -0.15 -0.13 25 0.00 1133.00 2.13 -0.82
902 956.94 298.06 0.50 -0.27 -0.27 25 0.00 567.00 1.27 -0.26
903 579.06 299.16 0.65 -0.24 -0.14 25 0.00 1831.00 3.50 -1.36
904 788.68 299.57 0.50 -0.39 0.01 25 0.00 6504.00 12.52 -2.74
905 301.60 299.60 0.32 -0.85 0.08 25 0.00 461.00 1.36 -0.33
906 738.99 299.89 0.57 -0.06 -0.18 25 0.00 937.00 1.92 -0.71
907 846.33 300.14 0.49 -0.15 -0.75 25 0.00 673.00 1.27 -0.26
908 923.78 300.47 0.48 -0.25 -0.05 25 0.00 7500.00 14.94 -2.94
909 249.92 302.00 0.58 0.28 0.71 25 0.00 533.00 1.01 -0.01
910 338.13 301.84 0.55 0.03 0.20 25 0.00 732.00 1.65 -0.54
911 443.78 301.05 0.56 -0.20 -0.04 25 0.00 21691.00 45.39 -4.14
912 455.75 301.38 0.54 -0.38 0.02 25 0.00 39208.00 81.63 -4.78
913 733.95 301.31 0.55 -0.18 -0.02 25 0.00 1463.00 3.13 -1.24
914 330.68 301.60 0.52 0.22 0.04 25 0.00 10151.00 21.37 -3.32
915 510.00 301.81 0.65 -0.54 -0.02 25 0.00 590.00 1.24 -0.24
916 397.11 302.84 0.58 -0.60 -0.02 25 0.00 1681.00 3.61 -1.39
917 894.69 303.05 0.59 -0.23 -0.37 25 0.00 1440.00 2.74 -1.10
918 932.81 303.05 0.54 0.35 0.17 25 0.00 570.00 1.12 -0.12
919 248.78 304.53 0.55 -0.81 0.30 25 0.00 1516.00 3.23 -1.27
920 323.78 303.85 0.59 0.11 -0.13 25 0.00 1332.00 2.76 -1.10
921 93.46 305.31 0.56 -0.61 -0.12 25 0.00 4479.00 9.89 -2.49
922 114.80 305.96 0.72 0.29 -0.07 25 0.00 524.00 1.17 -0.17
923 252.64 306.36 0.55 -0.60 -0.11 25 0.00 1217.00 2.50 -1.00
924 316.70 305.94 0.60 -0.48 -0.31 25 0.00 1666.00 3.27 -1.29
925 356.37 306.46 0.60 -0.06 0.06 25 0.00 2402.00 5.10 -1.77
926 525.22 306.48 0.62 -0.35 0.13 25 0.00 953.00 1.82 -0.65
927 397.70 307.22 0.72 -0.65 0.39 25 0.00 977.00 1.46 -0.41
928 600.86 308.20 0.55 -0.22 -0.05 25 0.00 102369.00 211.25 -5.81
929 657.72 308.24 0.61 -0.89 -0.20 25 0.00 1022.00 1.95 -0.72
930 673.61 307.47 0.48 -0.29 -0.15 25 0.00 520.00 1.16 -0.16
931 698.42 307.60 0.51 -0.26 -0.04 25 0.00 58532.00 119.76 -5.20
932 778.25 307.73 0.59 -0.80 0.17 25 0.00 1041.00 2.04 -0.78
933 310.05 309.31 0.59 -0.16 0.04 25 0.00 9213.00 19.36 -3.22
934 347.85 308.80 0.60 0.19 -0.19 25 0.00 569.00 1.37 -0.34
935 456.69 309.45 0.49 -0.42 0.02 25 0.00 309250.00 647.29 -7.03
936 530.51 309.29 0.57 -0.32 -0.18 25 0.00 575.00 1.18 -0.18
937 682.10 308.56 0.60 -0.18 0.11 25 0.00 956.00 2.02 -0.76
938 318.87 309.38 0.53 -0.33 -0.00 25 0.00 650.00 1.44 -0.39
939 374.80 309.67 0.59 0.22 0.20 25 0.00 581.00 1.32 -0.30
940 556.85 309.59 0.48 0.49 0.23 25 0.00 772.00 1.62 -0.52
941 740.81 309.74 0.58 -0.98 -0.27 25 0.00 617.00 1.30 -0.28
942 763.03 310.56 0.54 -0.00 0.10 25 0.00 3457.00 7.21 -2.15
943 110.67 310.92 0.50 -0.21 0.01 25 0.00 400.00 1.06 -0.06
944 199.90 310.50 0.50 -0.04 0.03 25 0.00 1841.00 4.26 -1.57
945 404.73 310.69 0.57 -0.46 -0.35 25 0.00 672.00 1.35 -0.32
946 814.98 310.72 0.45 0.10 -0.01 25 0.00 771.00 1.76 -0.61
947 925.96 310.93 0.57 -0.01 -0.07 25 0.00 825.00 1.59 -0.51
948 205.53 312.31 0.58 -0.38 -0.21 25 0.00 1241.00 2.70 -1.08
949 668.08 311.69 0.53 -0.07 -0.00 25 0.00 3281.00 6.81 -2.08
950 491.68 313.14 0.62 -0.65 -0.00 25 0.00 537.00 1.14 -0.14
951 921.71 312.98 0.36 0.82 0.17 25 0.00 522.00 1.14 -0.14
952 296.16 314.31 0.72 -0.84 0.11 25 0.00 815.00 1.50 -0.44
953 382.08 314.06 0.64 -0.64 -0.18 25 0.00 1246.00 2.51 -1.00
954 599.82 312.56 0.51 0.30 0.87 25 0.00 1100.00 1.74 -0.60
955 247.86 314.79 0.54 -0.42 -0.04 25 0.00 1026.00 2.45 -0.97
956 280.24 315.94 0.59 -0.91 -0.19 25 0.00 1073.00 2.09 -0.80
957 587.39 315.49 0.50 -0.46 -0.02 25 0.00 9243.00 19.39 -3.22
958 960.23 316.22 0.54 -0.09 -0.05 25 0.00 4334.00 8.77 -2.36
959 496.95 316.42 0.55 0.11 0.32 25 0.00 585.00 1.32 -0.30
960 731.89 316.76 0.48 0.28 0.17 25 0.00 619.00 1.34 -0.31
961 905.00 317.30 0.43 0.19 0.24 25 0.00 892.00 1.83 -0.66
962 171.61 318.30 0.62 -0.64 0.10 25 0.00 2465.00 5.01 -1.75
963 604.14 318.26 0.54 -0.32 -0.03 25 0.00 5779.00 12.00 -2.70
964 663.56 317.94 0.70 -0.29 0.04 25 0.00 1149.00 1.85 -0.67
965 409.64 319.26 0.54 -0.74 -0.06 25 0.00 37883.00 81.86 -4.78
966 843.02 318.68 0.32 0.62 -0.05 25 0.00 490.00 1.22 -0.22
967 281.25 320.22 0.51 -0.46 0.06 25 0.00 511.00 1.18 -0.18
968 296.75 319.49 0.54 0.05 0.10 25 0.00 5094.00 11.03 -2.61
969 711.32 320.85 0.57 -0.28 0.09 25 0.00 481.00 1.00 -0.00
970 872.93 319.96 0.54 -0.33 -0.15 25 0.00 571.00 1.21 -0.21
971 530.62 320.57 0.52 -0.62 -0.10 25 0.00 11175.00 23.45 -3.43
972 663.85 321.28 0.53 -0.05 0.34 25 0.00 1094.00 1.95 -0.73
973 672.97 320.97 0.57 -0.45 -0.10 25 0.00 1697.00 3.62 -1.40
974 123.17 322.54 0.64 -0.02 0.21 25 0.00 1574.00 3.19 -1.26
975 313.72 321.98 0.55 -0.31 -0.08 25 0.00 644.00 1.39 -0.36
976 747.47 322.14 0.52 -0.42 -0.11 25 0.00 927.00 1.98 -0.74
977 988.82 321.35 0.53 0.06 0.02 25 0.00 535.00 1.12 -0.12
978 49.75 322.96 0.65 -0.25 -0.24 25 0.00 505.00 1.07 -0.08
979 228.71 322.85 0.58 -0.16 -0.03 25 0.00 4960.00 10.53 -2.56
980 471.08 323.58 0.64 0.18 0.39 25 0.00 925.00 1.73 -0.59
981 606.89 323.11 0.56 -0.33 -0.06 25 0.00 8868.00 17.95 -3.14
982 111.24 323.92 0.63 -0.13 -0.02 25 0.00 38621.00 80.89 -4.77
983 330.67 323.91 0.52 -0.28 -0.09 25 0.00 1791.00 4.04 -1.52
984 352.50 324.50 0.61 -0.87 -0.08 25 0.00 1251.00 2.21 -0.86
985 684.93 324.76 0.57 -0.60 0.35 25 0.00 548.00 1.14 -0.14
986 829.42 323.89 0.51 -0.83 0.03 25 0.00 854.00 1.67 -0.56
987 137.15 324.70 0.55 -0.37 0.05 25 0.00 552.00 1.42 -0.38
988 151.55 324.90 0.57 -0.51 -0.00 25 0.00 908.00 2.02 -0.77
989 246.39 325.42 0.54 -0.20 -0.14 25 0.00 499.00 1.27 -0.26
990 275.85 324.77 0.58 0.04 0.01 25 0.00 3957.00 8.28 -2.29
991 754.81 324.65 0.48 0.32 -0.01 25 0.00 29034.00 58.01 -4.41
992 773.28 325.66 0.54 0.59 0.12 25 0.00 3736.00 7.40 -2.17
993 786.14 324.98 0.61 -0.35 -0.30 25 0.00 694.00 1.27 -0.26
994 865.36 325.33 0.56 0.42 -0.07 25 0.00 1074.00 1.89 -0.69
995 27.41 326.20 0.67 0.05 -0.23 25 0.00 1608.00 3.16 -1.25
996 893.50 326.53 0.45 -0.87 -0.12 25 0.00 726.00 1.43 -0.39
997 230.83 326.80 0.72 -0.86 0.21 25 0.00 876.00 1.66 -0.55
998 24.61 327.95 0.58 -0.15 -0.09 25 0.00 5875.00 12.87 -2.77
999 176.41 328.17 0.63 -0.01 -0.06 25 0.00 42038.00 86.61 -4.84
1000 315.25 328.14 0.62 -0.10 -0.01 25 0.00 10708.00 22.00 -3.36
1001 353.58 329.17 0.64 -0.50 0.18 25 0.00 1972.00 3.89 -1.48
1002 546.23 328.53 0.51 -0.77 0.30 25 0.00 833.00 1.85 -0.67
1003 572.09 329.02 0.60 -0.37 -0.03 25 0.00 4291.00 8.80 -2.36
1004 823.92 329.29 0.59 -0.05 0.18 25 0.00 722.00 1.35 -0.32
1005 78.72 330.18 0.56 -0.18 0.19 25 0.00 663.00 1.61 -0.52
1006 609.81 330.56 0.56 0.00 -0.04 25 0.00 675.00 1.45 -0.40
1007 624.17 330.27 0.47 0.09 0.16 25 0.00 540.00 1.27 -0.26
1008 770.92 330.34 0.52 -0.12 -0.04 25 0.00 18001.00 36.34 -3.90
1009 876.05 330.10 0.56 -0.38 -0.37 25 0.00 561.00 1.18 -0.18
1010 1002.90 329.95 0.53 -0.19 -0.34 25 0.00 255501.00 494.50 -6.74
1011 95.91 330.78 0.57 0.16 0.43 25 0.00 456.00 1.10 -0.11
1012 249.86 332.32 0.51 -0.45 0.16 25 0.00 855.00 2.07 -0.79
1013 355.29 332.37 0.60 0.07 0.04 25 0.00 8691.00 17.51 -3.11
1014 521.16 332.18 0.59 -0.12 -0.01 25 0.00 3291.00 6.92 -2.10
1015 505.03 333.21 0.57 -0.21 -0.01 25 0.00 7324.00 15.33 -2.96
1016 514.45 332.87 0.67 -0.31 -0.22 25 0.00 697.00 1.34 -0.32
1017 748.69 333.27 0.53 -0.03 -0.13 25 0.00 507.00 1.15 -0.15
1018 759.05 333.19 0.54 -0.14 -0.09 25 0.00 4858.00 9.87 -2.49
1019 479.81 333.76 0.54 -0.87 -0.36 25 0.00 591.00 1.30 -0.28
1020 801.83 334.61 0.46 -0.30 -0.03 25 0.00 469.00 1.20 -0.20
1021 140.61 335.14 0.60 -0.24 -0.15 25 0.00 2242.00 4.68 -1.68
1022 420.18 334.79 0.56 -0.15 0.01 25 0.00 167336.00 354.89 -6.38
1023 300.78 336.39 0.57 -0.47 0.03 25 0.00 8463.00 17.54 -3.11
1024 333.67 335.87 0.49 0.13 -0.24 25 0.00 381.00 1.04 -0.04
1025 487.92 335.67 0.63 0.08 0.08 25 0.00 980.00 1.92 -0.71
1026 696.28 335.54 0.52 -0.40 0.03 25 0.00 4223.00 8.83 -2.36
1027 216.68 337.16 0.58 -0.34 -0.28 25 0.00 1088.00 2.26 -0.89
1028 568.18 337.31 0.57 -0.06 -0.02 25 0.00 62919.00 128.43 -5.27
1029 142.32 339.12 0.59 -0.54 0.00 25 0.00 1498.00 3.27 -1.29
1030 298.10 339.60 0.55 0.10 0.43 25 0.00 958.00 1.83 -0.66
1031 795.18 339.95 0.58 -0.43 -0.17 25 0.00 740.00 1.41 -0.38
1032 553.98 342.34 0.50 -0.47 -0.16 25 0.00 634.00 1.42 -0.38
1033 603.92 342.19 0.66 0.20 0.23 25 0.00 795.00 1.34 -0.32
1034 690.19 341.08 0.41 -0.38 0.11 25 0.00 654.00 1.59 -0.50
1035 764.68 342.11 0.41 -0.26 -0.13 25 0.00 524.00 1.32 -0.30
1036 905.02 342.15 0.53 -0.08 -0.09 25 0.00 3459.00 6.97 -2.11
1037 371.87 343.48 0.57 -0.25 0.06 25 0.00 2122.00 4.42 -1.61
1038 474.48 342.99 0.47 0.87 -0.26 25 0.00 816.00 1.32 -0.30
1039 644.11 342.73 0.53 -0.06 -0.03 25 0.00 33655.00 69.19 -4.60
1040 942.46 343.11 0.55 -0.05 -0.14 25 0.00 11066.00 22.31 -3.37
1041 471.69 343.56 0.52 -0.66 -0.11 25 0.00 785.00 1.67 -0.55
1042 96.53 345.07 0.48 -0.17 -0.13 25 0.00 637.00 1.59 -0.50
1043 486.45 344.63 0.54 -0.42 -0.01 25 0.00 2332.00 4.97 -1.74
1044 667.43 344.63 0.52 -0.36 -0.09 25 0.00 17898.00 36.66 -3.91
1045 240.63 345.59 0.54 0.19 0.00 25 0.00 7307.00 15.20 -2.95
1046 928.31 346.49 0.56 -0.11 -0.04 25 0.00 2957.00 5.80 -1.91
1047 77.79 346.98 0.55 -0.05 -0.04 25 0.00 439.00 1.07 -0.07
1048 230.25 347.20 0.44 -0.12 -0.01 25 0.00 418449.00 920.18 -7.41
1049 358.30 346.87 0.65 -0.65 -0.21 25 0.00 573.00 1.07 -0.08
1050 425.73 347.62 0.54 -0.73 0.08 25 0.00 1218.00 2.54 -1.01
1051 785.78 347.32 0.51 -0.29 0.02 25 0.00 3911.00 7.70 -2.22
1052 430.06 348.46 0.57 -0.35 -0.03 25 0.00 1907.00 3.83 -1.46
1053 495.15 348.39 0.55 -0.10 0.04 25 0.00 4941.00 10.34 -2.54
1054 701.99 348.14 0.54 -0.63 -0.04 25 0.00 2474.00 5.18 -1.79
1055 820.86 348.50 0.48 -0.35 -0.01 25 0.00 2212.00 4.62 -1.66
1056 30.27 349.29 0.72 -0.15 -0.06 25 0.00 818.00 1.63 -0.53
1057 601.76 348.94 0.42 -0.25 0.24 25 0.00 562.00 1.37 -0.34
1058 930.48 349.42 0.53 -0.11 0.06 25 0.00 3262.00 6.08 -1.96
1059 144.52 350.79 0.62 -0.53 -0.14 25 0.00 1537.00 3.33 -1.31
1060 116.49 352.06 0.56 -0.28 -0.21 25 0.00 588.00 1.41 -0.37
1061 264.95 351.47 0.53 0.12 0.16 25 0.00 98661.00 210.88 -5.81
1062 458.78 351.62 0.49 -0.83 -0.23 25 0.00 580.00 1.23 -0.23
1063 923.46 352.20 0.49 0.39 0.19 25 0.00 489.00 1.16 -0.16
1064 343.17 353.57 0.60 -0.11 0.20 25 0.00 818.00 1.78 -0.62
1065 363.96 354.57 0.57 -0.59 0.41 25 0.00 755.00 1.40 -0.37
1066 543.00 353.22 0.54 -0.34 -0.04 25 0.00 1069.00 2.43 -0.97
1067 702.81 352.56 0.45 -0.22 0.01 25 0.00 1516.00 3.26 -1.28
1068 774.27 353.55 0.52 -0.04 0.06 25 0.00 2448.00 5.14 -1.78
1069 874.83 353.16 0.46 -0.30 -0.08 25 0.00 710.00 1.63 -0.53
1070 62.43 354.04 0.64 -0.29 -0.11 25 0.00 4101.00 8.82 -2.36
1071 412.48 353.86 0.60 -0.45 -0.15 25 0.00 2460.00 4.96 -1.74
1072 474.33 354.07 0.61 -0.53 -0.20 25 0.00 1598.00 3.28 -1.29
1073 682.04 353.94 0.55 0.03 -0.06 25 0.00 703.00 1.52 -0.45
1074 831.50 354.01 0.59 -0.19 -0.18 25 0.00 1552.00 3.03 -1.20
1075 506.24 355.43 0.55 -0.28 0.08 25 0.00 1377.00 2.82 -1.13
1076 610.90 354.70 0.56 0.10 0.07 25 0.00 2114.00 4.11 -1.53
1077 742.97 355.83 0.56 -0.42 -0.14 25 0.00 718.00 1.48 -0.43
1078 778.71 356.10 0.55 -0.36 -0.35 25 0.00 6672.00 13.54 -2.83
1079 190.88 357.82 0.60 -0.08 -0.00 25 0.00 6107.00 12.93 -2.78
1080 212.51 358.43 0.48 -0.93 0.05 25 0.00 836.00 1.91 -0.71
1081 346.80 358.30 0.46 0.36 -0.20 25 0.00 702.00 1.75 -0.61
1082 542.42 358.56 0.52 0.12 -0.03 25 0.00 1809.00 3.75 -1.43
1083 31.27 358.99 0.73 -0.20 -0.01 25 0.00 1300.00 2.62 -1.04
1084 593.39 358.43 0.53 -0.56 -0.09 25 0.00 1984.00 4.00 -1.51
1085 667.90 359.11 0.55 -0.05 -0.16 25 0.00 499.00 1.10 -0.11
1086 910.51 358.57 0.66 -0.22 -0.10 25 0.00 652.00 1.25 -0.24
1087 197.31 359.56 0.62 -0.76 -0.01 25 0.00 1063.00 2.31 -0.91
1088 236.00 360.44 0.60 0.02 0.19 25 0.00 1675.00 3.37 -1.32
1089 585.61 359.86 0.54 -0.37 -0.21 25 0.00 30339.00 62.25 -4.49
1090 897.44 360.35 0.54 0.10 -0.13 25 0.00 17827.00 35.10 -3.86
1091 267.34 360.90 0.51 -0.26 0.00 25 0.00 586.00 1.33 -0.31
1092 447.60 360.59 0.60 -0.03 0.04 25 0.00 802.00 1.49 -0.43
1093 287.53 361.55 0.57 -0.66 -0.15 25 0.00 2442.00 4.83 -1.71
1094 365.49 362.07 0.59 -0.38 -0.14 25 0.00 305876.00 633.15 -7.00
1095 517.06 362.09 0.56 -0.49 -0.43 25 0.00 506.00 1.05 -0.05
1096 522.38 361.81 0.59 -0.45 -0.08 25 0.00 2690.00 5.59 -1.87
1097 789.00 361.90 0.48 -0.54 -0.19 25 0.00 962.00 2.12 -0.82
1098 220.11 362.83 0.60 -0.25 -0.04 25 0.00 2420.00 5.00 -1.75
1099 402.61 363.58 0.49 -0.51 0.05 25 0.00 40166.00 82.04 -4.79
1100 539.20 363.66 0.57 0.11 0.10 25 0.00 1473.00 2.87 -1.14
1101 520.32 365.51 0.59 0.04 0.05 25 0.00 835.00 1.61 -0.52
1102 593.80 366.43 0.54 -0.41 0.06 25 0.00 22144.00 44.19 -4.11
1103 632.08 366.47 0.63 -0.36 0.08 25 0.00 888.00 1.67 -0.56
1104 171.91 367.11 0.59 0.20 0.21 25 0.00 578.00 1.38 -0.35
1105 461.96 367.08 0.66 -0.07 -0.05 25 0.00 1568.00 3.05 -1.21
1106 706.34 366.50 0.51 -0.41 0.01 25 0.00 1685.00 3.51 -1.36
1107 791.61 367.35 0.43 -0.41 0.04 25 0.00 461.00 1.08 -0.08
1108 48.38 367.47 0.56 -0.57 0.20 25 0.00 2281.00 5.05 -1.76
1109 201.39 367.97 0.50 -0.15 -0.27 25 0.00 1570.00 3.57 -1.38
1110 725.40 368.29 0.51 -0.09 -0.25 25 0.00 1482.00 2.99 -1.19
1111 760.95 368.24 0.53 -0.15 -0.06 25 0.00 4554.00 9.38 -2.43
1112 876.46 367.92 0.63 -0.43 -0.33 25 0.00 788.00 1.52 -0.46
1113 961.34 368.30 0.44 0.30 0.03 25 0.00 524.00 1.29 -0.28
1114 587.39 368.50 0.53 0.42 -0.39 25 0.00 698.00 1.20 -0.20
1115 76.91 369.96 0.60 -0.41 -0.12 25 0.00 1262.00 2.70 -1.08
1116 379.70 369.96 0.55 -0.12 -0.05 25 0.00 184767.00 385.30 -6.46
1117 457.75 369.79 0.54 0.21 -0.19 25 0.00 906.00 1.76 -0.62
1118 756.00 370.16 0.47 0.29 -0.12 25 0.00 664.00 1.42 -0.38
1119 157.65 371.06 0.58 -0.89 -0.17 25 0.00 704.00 1.46 -0.41
1120 231.84 370.86 0.62 -0.10 0.03 25 0.00 1608.00 3.33 -1.31
1121 358.11 371.52 0.58 -0.13 0.08 25 0.00 1542.00 3.16 -1.25
1122 435.25 371.31 0.59 -0.31 -0.02 25 0.00 1323.00 2.76 -1.10
1123 537.94 370.84 0.57 -0.64 -0.22 25 0.00 1570.00 3.17 -1.25
1124 930.84 371.78 0.43 0.20 0.01 25 0.00 1804.00 3.86 -1.47
1125 65.97 372.94 0.67 -0.23 -0.02 25 0.00 611.00 1.35 -0.33
1126 260.34 372.39 0.58 0.38 0.37 25 0.00 499.00 1.13 -0.13
1127 765.15 372.82 0.50 -0.08 -0.06 25 0.00 2969.00 6.33 -2.00
1128 689.26 374.06 0.59 -0.28 -0.18 25 0.00 1252.00 2.66 -1.06
1129 718.28 374.32 0.50 -0.02 0.03 25 0.00 643.00 1.53 -0.46
1130 681.69 375.24 0.50 -0.27 -0.04 25 0.00 5138.00 10.55 -2.56
1131 74.41 376.22 0.54 -0.22 -0.23 25 0.00 639.00 1.19 -0.19
1132 289.27 375.64 0.54 -0.33 0.00 25 0.00 1474.00 3.06 -1.22
1133 500.23 376.04 0.44 -0.10 -0.03 25 0.00 394743.00 849.39 -7.32
1134 628.07 376.38 0.61 -0.53 -0.40 25 0.00 607.00 1.10 -0.11
1135 387.17 377.09 0.71 -0.34 0.00 25 0.00 705.00 1.24 -0.23
1136 397.35 376.63 0.54 0.08 0.00 25 0.00 964.00 1.87 -0.68
1137 751.34 377.29 0.47 -0.75 -0.78 25 0.00 672.00 1.35 -0.33
1138 227.17 377.62 0.56 -0.18 0.07 25 0.00 10081.00 21.91 -3.35
1139 340.36 377.72 0.70 -0.14 0.27 25 0.00 640.00 1.23 -0.23
1140 67.12 379.17 0.65 -0.08 -0.00 25 0.00 2427.00 5.08 -1.76
1141 677.05 379.24 0.55 -0.07 -0.03 25 0.00 7193.00 14.46 -2.90
1142 754.06 378.66 0.50 0.19 0.06 25 0.00 5360.00 10.72 -2.58
1143 814.22 378.96 0.52 -0.73 -0.16 25 0.00 910.00 1.91 -0.70
1144 895.08 378.63 0.50 -0.22 -0.13 25 0.00 1344.00 2.64 -1.05
1145 284.27 380.07 0.57 -0.31 0.09 25 0.00 582.00 1.38 -0.35
1146 315.18 379.58 0.56 -0.18 0.14 25 0.00 9681.00 20.08 -3.26
1147 441.99 380.36 0.52 0.26 0.07 25 0.00 514.00 1.10 -0.10
1148 549.06 379.30 0.47 0.35 0.22 25 0.00 736.00 1.71 -0.59
1149 667.83 381.33 0.58 -0.16 0.10 25 0.00 1014.00 1.93 -0.71
1150 727.71 380.87 0.54 -0.12 -0.11 25 0.00 3847.00 7.48 -2.18
1151 740.40 381.03 0.57 -0.39 -0.16 25 0.00 3407.00 6.83 -2.09
1152 955.42 383.18 0.44 -0.79 0.69 25 0.00 688.00 1.15 -0.15
1153 673.11 381.70 0.50 0.39 -0.51 25 0.00 731.00 1.54 -0.47
1154 755.23 380.24 0.43 0.62 0.88 25 0.00 1421.00 2.24 -0.88
1155 939.28 382.17 0.62 -0.02 -0.27 25 0.00 560.00 1.05 -0.06
1156 942.64 382.66 0.56 0.08 0.02 25 0.00 579.00 1.24 -0.23
1157 313.33 381.57 0.56 -0.02 0.77 25 0.00 1390.00 2.45 -0.98
1158 360.38 382.83 0.61 -0.23 -0.01 25 0.00 966.00 1.67 -0.56
1159 391.91 383.27 0.57 -0.42 -0.01 25 0.00 2514.00 5.30 -1.81
